Pathway	FDR	Sig in sSNAPPY
Erythrocytes take up carbon dioxide and release oxygen	0.4482447249575861	FALSE
O2/CO2 exchange in erythrocytes	0.4482447249575861	FALSE
HSF1-dependent transactivation	0.4483908523274733	FALSE
IRAK1 recruits IKK complex	0.4483908523274733	FALSE
IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	0.4483908523274733	FALSE
trans-Golgi Network Vesicle Budding	0.4483908523274733	FALSE
Signaling by moderate kinase activity BRAF mutants	0.4483908523274733	FALSE
Signaling by RAS mutants	0.4483908523274733	FALSE
Paradoxical activation of RAF signaling by kinase inactive BRAF	0.4483908523274733	FALSE
Signaling downstream of RAS mutants	0.4483908523274733	FALSE
Neurexins and neuroligins	0.4483908523274733	FALSE
Aryl hydrocarbon receptor signalling	0.4483908523274733	FALSE
Cross-presentation of particulate exogenous antigens (phagosomes)	0.4488951751550272	FALSE
Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	0.4490370756652317	FALSE
Prednisone ADME	0.4496562991685346	FALSE
Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	0.4496562991685346	FALSE
Estrogen-stimulated signaling through PRKCZ	0.4496562991685346	FALSE
Synthesis of substrates in N-glycan biosythesis	0.4496562991685346	FALSE
NOTCH3 Intracellular Domain Regulates Transcription	0.4496562991685346	TRUE
NTRK3 as a dependence receptor	0.4498910488020413	FALSE
Iron uptake and transport	0.4517886277426662	FALSE
Fatty acid metabolism	0.45197336175634006	FALSE
ABC transporter disorders	0.45368178043812907	FALSE
Gap-filling DNA repair synthesis and ligation in GG-NER	0.4538704355539837	FALSE
Signaling by VEGF	0.45791643553307443	FALSE
Interleukin-12 family signaling	0.45791643553307443	TRUE
Glycosphingolipid metabolism	0.45791643553307443	FALSE
Removal of the Flap Intermediate from the C-strand	0.46128982830751014	FALSE
Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	0.4617691380427459	FALSE
IL-6-type cytokine receptor ligand interactions	0.4621766099786107	FALSE
TRAF6 mediated NF-kB activation	0.4635394695380774	FALSE
Killing mechanisms	0.4635394695380774	FALSE
WNT5:FZD7-mediated leishmania damping	0.4635394695380774	FALSE
Recycling pathway of L1	0.4635394695380774	FALSE
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde	0.46491386952768077	FALSE
mRNA 3'-end processing	0.4662543106617885	FALSE
Metabolic disorders of biological oxidation enzymes	0.4662543106617885	FALSE
Loss of phosphorylation of MECP2 at T308	0.4662543106617885	FALSE
TNFR1-induced NF-kappa-B signaling pathway	0.4662543106617885	FALSE
Sema4D mediated inhibition of cell attachment and migration	0.4662543106617885	FALSE
Pexophagy	0.46766813366447335	FALSE
SHC1 events in ERBB2 signaling	0.4676715647031379	FALSE
Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	0.46804205743972405	FALSE
TNFR2 non-canonical NF-kB pathway	0.46863276882647603	FALSE
Translesion Synthesis by POLH	0.47066173291090246	FALSE
Negative regulation of FGFR1 signaling	0.47188115470352016	FALSE
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	0.47258275649105486	FALSE
Base Excision Repair	0.47258275649105486	FALSE
Basigin interactions	0.47281335853992945	FALSE
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	0.47431665247533605	FALSE
AUF1 (hnRNP D0) binds and destabilizes mRNA	0.47431665247533605	FALSE
Defects of Formation of Fibrin Clot (Clotting Cascade)	0.47431665247533605	FALSE
Diseases of hemostasis	0.47431665247533605	FALSE
MECP2 regulates neuronal receptors and channels	0.47431665247533605	FALSE
B Cell Activation	0.47678636152168297	FALSE
VLDLR internalisation and degradation	0.4773800143071119	FALSE
Negative regulation of MAPK pathway	0.4773800143071119	TRUE
Glyoxylate metabolism and glycine degradation	0.4785227231923976	FALSE
Laminin interactions	0.4800732367910851	FALSE
Cellular Senescence	0.4800732367910851	FALSE
Translesion synthesis by REV1	0.4823709678084833	FALSE
Translesion synthesis by POLI	0.4823709678084833	FALSE
Drug-mediated inhibition of CDK4/CDK6 activity	0.4823709678084833	FALSE
Mitophagy	0.48240239413957203	FALSE
SARS-CoV-2 targets host intracellular signalling and regulatory pathways	0.48330893456856194	FALSE
NADE modulates death signalling	0.4856032218317871	FALSE
Sperm Motility And Taxes	0.4856032218317871	FALSE
Intraflagellar transport	0.48625612783201433	FALSE
PKA-mediated phosphorylation of key metabolic factors	0.48644030162768814	FALSE
FCERI mediated MAPK activation	0.4873230632023566	FALSE
AURKA Activation by TPX2	0.4908410605091387	FALSE
Recruitment of NuMA to mitotic centrosomes	0.49323645332197025	FALSE
Signaling by AXIN mutants	0.4939176253109104	FALSE
Signaling by APC mutants	0.4939176253109104	FALSE
Signaling by AMER1 mutants	0.4939176253109104	FALSE
APC truncation mutants have impaired AXIN binding	0.4939176253109104	FALSE
AXIN missense mutants destabilize the destruction complex	0.4939176253109104	FALSE
Truncations of AMER1 destabilize the destruction complex	0.4939176253109104	FALSE
MAPK1 (ERK2) activation	0.4939176253109104	FALSE
Synthesis, secretion, and deacylation of Ghrelin	0.4939176253109104	FALSE
Signaling by Erythropoietin	0.4939176253109104	FALSE
Binding and entry of HIV virion	0.49484432358076946	FALSE
APAP ADME	0.4984263163174443	FALSE
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0.49847310001963274	FALSE
p75NTR negatively regulates cell cycle via SC1	0.49847310001963274	FALSE
RND1 GTPase cycle	0.5017783666630026	FALSE
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	0.5044840645337096	FALSE
Incretin synthesis, secretion, and inactivation	0.5044840645337096	FALSE
Endosomal/Vacuolar pathway	0.5050502096397027	FALSE
Oncogene Induced Senescence	0.5050502096397027	FALSE
Interferon Signaling	0.5050502096397027	TRUE
Interleukin-12 signaling	0.5053469445326465	FALSE
G alpha (12/13) signalling events	0.5054324500744195	FALSE
Defective CHST14 causes EDS, musculocontractural type	0.5054324500744195	FALSE
A tetrasaccharide linker sequence is required for GAG synthesis	0.5054324500744195	FALSE
Fatty acyl-CoA biosynthesis	0.5054324500744195	FALSE
Interleukin-27 signaling	0.5054324500744195	FALSE
Erythrocytes take up oxygen and release carbon dioxide	0.5054324500744195	FALSE
Tight junction interactions	0.5069629632898043	FALSE
EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.5069629632898043	FALSE
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	0.508139134434542	FALSE
SUMOylation of transcription factors	0.5093947131124207	FALSE
RAB geranylgeranylation	0.5093947131124207	FALSE
Sensory Perception	0.5093947131124207	FALSE
HDL remodeling	0.5093947131124207	FALSE
Coenzyme A biosynthesis	0.5125040367841277	FALSE
Regulation of cortical dendrite branching	0.5144644287266781	FALSE
Stimuli-sensing channels	0.5144644287266781	FALSE
Nuclear events stimulated by ALK signaling in cancer	0.5144644287266781	FALSE
MAPK family signaling cascades	0.515670025846878	FALSE
RUNX3 regulates p14-ARF	0.515670025846878	FALSE
Vitamin C (ascorbate) metabolism	0.5173421770647192	FALSE
Interferon gamma signaling	0.5173421770647192	FALSE
G-protein mediated events	0.5175225769671562	FALSE
Recruitment of mitotic centrosome proteins and complexes	0.5175225769671562	FALSE
Centrosome maturation	0.5175225769671562	FALSE
Ephrin signaling	0.5238507059129843	FALSE
DCC mediated attractive signaling	0.5238507059129843	FALSE
Transport of vitamins, nucleosides, and related molecules	0.5238507059129843	FALSE
Trafficking of myristoylated proteins to the cilium	0.524525828573936	FALSE
Signaling Pathways	0.5250619089751084	FALSE
Glucagon signaling in metabolic regulation	0.5250619089751084	FALSE
Interleukin-9 signaling	0.5250619089751084	FALSE
Interleukin-21 signaling	0.5250619089751084	FALSE
Phase 0 - rapid depolarisation	0.5253513859995543	FALSE
VEGFA-VEGFR2 Pathway	0.5253513859995543	FALSE
RNA Polymerase I Transcription Termination	0.5259100792493262	FALSE
RAS processing	0.5259100792493262	FALSE
TNFR1-induced proapoptotic signaling	0.5260618692818378	FALSE
PERK regulates gene expression	0.5260618692818378	TRUE
Synthesis of PIPs at the late endosome membrane	0.5290966094390911	FALSE
G-protein activation	0.5305035500892542	FALSE
FGFR3 ligand binding and activation	0.5305035500892542	TRUE
FGFR3c ligand binding and activation	0.5305035500892542	TRUE
G beta:gamma signalling through PI3Kgamma	0.5305035500892542	FALSE
Signaling by NODAL	0.5329991824579827	FALSE
Long-term potentiation	0.5332267892751645	FALSE
Regulation of PTEN stability and activity	0.5332267892751645	FALSE
Defective B3GALTL causes PpS	0.5332267892751645	FALSE
Carboxyterminal post-translational modifications of tubulin	0.5332267892751645	TRUE
Crosslinking of collagen fibrils	0.5332267892751645	FALSE
Keratan sulfate/keratin metabolism	0.5332267892751645	FALSE
Metalloprotease DUBs	0.5332267892751645	FALSE
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	0.5332267892751645	FALSE
Cleavage of the damaged pyrimidine	0.5332267892751645	FALSE
Recognition and association of DNA glycosylase with site containing an affected purine	0.5332267892751645	FALSE
Cleavage of the damaged purine	0.5332267892751645	FALSE
Packaging Of Telomere Ends	0.5332267892751645	FALSE
Depurination	0.5332267892751645	FALSE
Depyrimidination	0.5332267892751645	FALSE
Base-Excision Repair, AP Site Formation	0.5332267892751645	FALSE
FLT3 signaling by CBL mutants	0.5332267892751645	FALSE
Signaling by NOTCH3	0.5368328111977209	FALSE
TFAP2 (AP-2) family regulates transcription of cell cycle factors	0.5368328111977209	FALSE
Defensins	0.5368509298375961	FALSE
Hedgehog 'off' state	0.537646292095193	FALSE
Vitamin B2 (riboflavin) metabolism	0.5427439788390291	FALSE
RIPK1-mediated regulated necrosis	0.5432212826236076	FALSE
Semaphorin interactions	0.5432212826236076	FALSE
Histidine catabolism	0.5444748140986808	FALSE
Metabolism of lipids	0.5450657311859165	FALSE
RAC2 GTPase cycle	0.5483490580914586	FALSE
Interleukin-1 family signaling	0.5495139472193911	FALSE
Collagen biosynthesis and modifying enzymes	0.5496616312243995	FALSE
Dermatan sulfate biosynthesis	0.550056070852809	FALSE
RHOT2 GTPase cycle	0.550056070852809	FALSE
Growth hormone receptor signaling	0.5504511655459116	FALSE
Signaling by EGFR	0.551391818575352	FALSE
LXRs regulate gene expression linked to triglyceride lipolysis in adipose	0.552175569366605	FALSE
RNA polymerase II transcribes snRNA genes	0.5523793890519985	FALSE
ERBB2 Activates PTK6 Signaling	0.553136591055069	FALSE
Regulation of TNFR1 signaling	0.5539362629443976	FALSE
NOTCH4 Intracellular Domain Regulates Transcription	0.555037964147884	FALSE
Regulation of KIT signaling	0.555037964147884	FALSE
PI-3K cascade:FGFR2	0.5569259545921965	FALSE
Serotonin Neurotransmitter Release Cycle	0.5587637720203015	TRUE
Norepinephrine Neurotransmitter Release Cycle	0.5587637720203015	TRUE
Acetylcholine Neurotransmitter Release Cycle	0.5587637720203015	TRUE
Circadian Clock	0.5596493668145013	FALSE
Regulation of PLK1 Activity at G2/M Transition	0.5596493668145013	FALSE
Interleukin-15 signaling	0.5602870574973438	FALSE
Regulation of actin dynamics for phagocytic cup formation	0.56031818124955	FALSE
Synthesis of PIPs in the nucleus	0.5609923443359223	FALSE
FGFR1b ligand binding and activation	0.5610516730162315	FALSE
Plasma lipoprotein assembly	0.5610516730162315	FALSE
Deadenylation of mRNA	0.5613788898176895	FALSE
CD163 mediating an anti-inflammatory response	0.5616050816297927	FALSE
Signaling by Receptor Tyrosine Kinases	0.5616050816297927	FALSE
Apoptotic cleavage of cell adhesion  proteins	0.5616050816297927	FALSE
Scavenging by Class F Receptors	0.5616050816297927	FALSE
p75NTR signals via NF-kB	0.5616050816297927	FALSE
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	0.5616050816297927	FALSE
Macroautophagy	0.5616050816297927	FALSE
Olfactory Signaling Pathway	0.5619262078413871	FALSE
Signaling by high-kinase activity BRAF mutants	0.5619262078413871	FALSE
Synthesis of PIPs at the Golgi membrane	0.5619262078413871	FALSE
PI-3K cascade:FGFR3	0.5619262078413871	FALSE
PI-3K cascade:FGFR4	0.5619262078413871	FALSE
Metal ion SLC transporters	0.5628609476946813	FALSE
Thromboxane signalling through TP receptor	0.5628609476946813	FALSE
Integrin cell surface interactions	0.568051577125754	FALSE
Post-translational protein phosphorylation	0.5687295897381995	TRUE
Protein-protein interactions at synapses	0.570604172709067	FALSE
Purine catabolism	0.5709729675520825	FALSE
TNF signaling	0.571505283525345	FALSE
Neurofascin interactions	0.5757542476036104	FALSE
Glucuronidation	0.5757542476036104	FALSE
Phase 3 - rapid repolarisation	0.5757542476036104	FALSE
Phase 2 - plateau phase	0.5757542476036104	FALSE
Aflatoxin activation and detoxification	0.5757542476036104	FALSE
Interleukin-10 signaling	0.5757542476036104	FALSE
RHO GTPases Activate WASPs and WAVEs	0.5757542476036104	FALSE
FGFRL1 modulation of FGFR1 signaling	0.5757542476036104	FALSE
Calnexin/calreticulin cycle	0.5757542476036104	FALSE
MAPK targets/ Nuclear events mediated by MAP kinases	0.5757542476036104	FALSE
Prostacyclin signalling through prostacyclin receptor	0.5757542476036104	FALSE
Glucagon-type ligand receptors	0.5757542476036104	FALSE
Translesion synthesis by POLK	0.5757542476036104	FALSE
L1CAM interactions	0.5769552621804274	FALSE
Signaling by FLT3 ITD and TKD mutants	0.5809160256240024	FALSE
Glycogen storage diseases	0.5814783508395563	FALSE
Diseases of carbohydrate metabolism	0.5814783508395563	FALSE
ER to Golgi Anterograde Transport	0.5814783508395563	FALSE
Intrinsic Pathway for Apoptosis	0.5814783508395563	FALSE
Transport to the Golgi and subsequent modification	0.5814783508395563	FALSE
Nuclear Receptor transcription pathway	0.5814783508395563	FALSE
TP53 Regulates Transcription of Caspase Activators and Caspases	0.5814783508395563	FALSE
Synthesis of UDP-N-acetyl-glucosamine	0.5814783508395563	FALSE
Metabolism	0.5814783508395563	FALSE
Uptake and function of diphtheria toxin	0.5814783508395563	FALSE
Signaling by Overexpressed Wild-Type EGFR in Cancer	0.5814783508395563	FALSE
Inhibition of Signaling by Overexpressed EGFR	0.5814783508395563	FALSE
Kinesins	0.5826849418642648	FALSE
Glycosaminoglycan metabolism	0.5838122412073089	FALSE
Sphingolipid metabolism	0.5848622070695555	TRUE
Vitamin D (calciferol) metabolism	0.5848622070695555	FALSE
GPER1 signaling	0.5860671762449506	FALSE
Defective factor VIII causes hemophilia A	0.5860671762449506	FALSE
Formation of tubulin folding intermediates by CCT/TriC	0.5860671762449506	FALSE
Aspartate and asparagine metabolism	0.5860671762449506	FALSE
Retinoid cycle disease events	0.5860671762449506	FALSE
Diseases associated with visual transduction	0.5860671762449506	FALSE
Diseases of the neuronal system	0.5860671762449506	FALSE
Regulated Necrosis	0.5860671762449506	FALSE
Syndecan interactions	0.5864314213918336	FALSE
Signaling by MET	0.5864314213918336	FALSE
RAC1 GTPase cycle	0.589222686587559	FALSE
MET receptor recycling	0.5921982941024252	FALSE
Chondroitin sulfate biosynthesis	0.5922808607192939	FALSE
Activation of PPARGC1A (PGC-1alpha) by phosphorylation	0.5926564060514995	FALSE
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	0.5943129618917399	FALSE
DAP12 signaling	0.5949031768164794	FALSE
RUNX3 regulates YAP1-mediated transcription	0.5949031768164794	FALSE
Formation of the cornified envelope	0.5949031768164794	FALSE
Transport of inorganic cations/anions and amino acids/oligopeptides	0.5949986912934183	FALSE
TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	0.5953063720057055	FALSE
Sensory processing of sound by outer hair cells of the cochlea	0.5953063720057055	FALSE
Recycling of bile acids and salts	0.5953063720057055	FALSE
Activated NOTCH1 Transmits Signal to the Nucleus	0.5953063720057055	FALSE
Amyloid fiber formation	0.5953063720057055	FALSE
Activation of caspases through apoptosome-mediated cleavage	0.5957748407417074	FALSE
Branched-chain amino acid catabolism	0.5958828320208713	FALSE
TBC/RABGAPs	0.5968899987641211	FALSE
TP53 Regulates Transcription of Cell Death Genes	0.5992497228462254	FALSE
Regulation of HMOX1 expression and activity	0.5992497228462254	FALSE
G beta:gamma signalling through CDC42	0.601489127854693	FALSE
Carbohydrate metabolism	0.601489127854693	FALSE
TICAM1, RIP1-mediated IKK complex recruitment	0.601489127854693	FALSE
RHOC GTPase cycle	0.604496407513876	FALSE
SIRT1 negatively regulates rRNA expression	0.6047388616011896	FALSE
Signaling by Insulin receptor	0.6083644815079543	FALSE
Adrenaline,noradrenaline inhibits insulin secretion	0.6083644815079543	FALSE
The activation of arylsulfatases	0.6093178895126528	FALSE
RHOBTB2 GTPase cycle	0.6098399193994652	FALSE
PKA-mediated phosphorylation of CREB	0.6122442133089642	FALSE
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	0.6128473789606871	FALSE
Sodium/Calcium exchangers	0.6129876094219392	FALSE
ATF6 (ATF6-alpha) activates chaperone genes	0.6145306656915978	FALSE
Oncogenic MAPK signaling	0.6168924846184668	FALSE
Pregnenolone biosynthesis	0.6172483178162479	FALSE
Activated NTRK2 signals through FYN	0.6196425009487158	FALSE
Cholesterol biosynthesis	0.6230661573936309	FALSE
RUNX1 regulates estrogen receptor mediated transcription	0.6230661573936309	FALSE
HS-GAG degradation	0.6246847398127922	FALSE
Signaling by activated point mutants of FGFR1	0.6246847398127922	FALSE
FGFR1 ligand binding and activation	0.6246847398127922	FALSE
FGFR1c ligand binding and activation	0.6246847398127922	FALSE
CD28 dependent Vav1 pathway	0.6254752451836255	FALSE
TGF-beta receptor signaling activates SMADs	0.6254752451836255	FALSE
Interleukin-36 pathway	0.6254752451836255	FALSE
ALKBH3 mediated reversal of alkylation damage	0.6254752451836255	FALSE
DNA Damage Reversal	0.6254752451836255	FALSE
Reversal of alkylation damage by DNA dioxygenases	0.6254752451836255	FALSE
Attachment of GPI anchor to uPAR	0.6254752451836255	FALSE
Sensory processing of sound	0.6254752451836255	FALSE
Regulation of innate immune responses to cytosolic DNA	0.6254752451836255	FALSE
Activation of G protein gated Potassium channels	0.6254752451836255	FALSE
G protein gated Potassium channels	0.6254752451836255	FALSE
G beta:gamma signalling through BTK	0.6254752451836255	FALSE
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.6254752451836255	FALSE
Reproduction	0.6254752451836255	FALSE
Programmed Cell Death	0.6279811884182523	FALSE
Vitamin B5 (pantothenate) metabolism	0.6279811884182523	FALSE
Fanconi Anemia Pathway	0.6279811884182523	FALSE
RND3 GTPase cycle	0.6304814906268502	FALSE
Urea cycle	0.6304814906268502	FALSE
ERK1/ERK2 pathway	0.6309057356512698	FALSE
ADP signalling through P2Y purinoceptor 1	0.631345070833251	FALSE
Gamma-carboxylation of protein precursors	0.6318915667602064	FALSE
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	0.6334318358534106	FALSE
O-glycosylation of TSR domain-containing proteins	0.6337661000966064	FALSE
tRNA modification in the nucleus and cytosol	0.6361746406134967	FALSE
Formation of apoptosome	0.6361746406134967	FALSE
Regulation of the apoptosome activity	0.6361746406134967	FALSE
RAB GEFs exchange GTP for GDP on RABs	0.6361746406134967	FALSE
Factors involved in megakaryocyte development and platelet production	0.6361746406134967	FALSE
mTORC1-mediated signalling	0.6407189842428304	FALSE
Ion channel transport	0.6434034221829472	FALSE
Netrin-1 signaling	0.644757841392396	FALSE
G-protein beta:gamma signalling	0.6451234046904988	FALSE
Pre-NOTCH Processing in the Endoplasmic Reticulum	0.6452974139613405	FALSE
Transport of bile salts and organic acids, metal ions and amine compounds	0.6452974139613405	FALSE
Transcriptional regulation of granulopoiesis	0.6452974139613405	FALSE
STAT6-mediated induction of chemokines	0.6470955480652439	FALSE
ATF4 activates genes in response to endoplasmic reticulum  stress	0.6470955480652439	TRUE
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.6472721325236243	FALSE
Endosomal Sorting Complex Required For Transport (ESCRT)	0.6472932697836153	FALSE
Signaling by RAF1 mutants	0.6472932697836153	FALSE
Opioid Signalling	0.6472932697836153	FALSE
Ligand-receptor interactions	0.6472932697836153	FALSE
Beta-catenin phosphorylation cascade	0.6476814606548996	FALSE
Gastrin-CREB signalling pathway via PKC and MAPK	0.648434162020855	FALSE
Signaling by TGF-beta Receptor Complex in Cancer	0.648434162020855	FALSE
Rab regulation of trafficking	0.6503566505718722	FALSE
Formation of annular gap junctions	0.6507522675902632	FALSE
EPHA-mediated growth cone collapse	0.653164771168555	FALSE
Infection with Mycobacterium tuberculosis	0.6540261642274263	FALSE
Suppression of phagosomal maturation	0.6540261642274263	FALSE
Response of Mtb to phagocytosis	0.6540261642274263	FALSE
Transmission across Chemical Synapses	0.6549460009919176	FALSE
SLC-mediated transmembrane transport	0.6552939200025429	FALSE
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.655522427265259	FALSE
G alpha (i) signalling events	0.655522427265259	FALSE
Triglyceride biosynthesis	0.655522427265259	FALSE
Gamma carboxylation, hypusine formation and arylsulfatase activation	0.655522427265259	FALSE
G alpha (q) signalling events	0.655522427265259	FALSE
Dissolution of Fibrin Clot	0.655522427265259	FALSE
Loss of Nlp from mitotic centrosomes	0.655522427265259	TRUE
Loss of proteins required for interphase microtubule organization from the centrosome	0.655522427265259	TRUE
Neurotransmitter clearance	0.655522427265259	FALSE
Clearance of dopamine	0.655522427265259	FALSE
PI3K events in ERBB4 signaling	0.655522427265259	FALSE
Insulin receptor recycling	0.6556964584907207	FALSE
Phenylalanine and tyrosine metabolism	0.6561092151104254	FALSE
Transport of RCbl within the body	0.6586904751188928	FALSE
Striated Muscle Contraction	0.6635904168171236	FALSE
TLR3-mediated TICAM1-dependent programmed cell death	0.6635904168171236	FALSE
Keratan sulfate degradation	0.664224750829377	FALSE
Keratan sulfate biosynthesis	0.6646948563096313	FALSE
Physiological factors	0.6646948563096313	FALSE
MAP2K and MAPK activation	0.6646948563096313	FALSE
RHOBTB GTPase Cycle	0.6646948563096313	FALSE
The canonical retinoid cycle in rods (twilight vision)	0.6648734145127363	FALSE
Gap junction degradation	0.6648734145127363	FALSE
Phospholipase C-mediated cascade; FGFR2	0.6681475293748184	FALSE
PINK1-PRKN Mediated Mitophagy	0.6681475293748184	FALSE
Response of EIF2AK1 (HRI) to heme deficiency	0.6696917905409854	FALSE
Formation of paraxial mesoderm	0.6696917905409854	FALSE
TNFR1-mediated ceramide production	0.6696917905409854	FALSE
Assembly and cell surface presentation of NMDA receptors	0.6696917905409854	FALSE
TFAP2 (AP-2) family regulates transcription of other transcription factors	0.6717878399505525	FALSE
Triglyceride catabolism	0.6717878399505525	FALSE
Degradation of the extracellular matrix	0.6722177296496075	FALSE
RUNX2 regulates genes involved in differentiation of myeloid cells	0.673221658846552	FALSE
Negative regulation of MET activity	0.6741059553146658	FALSE
Signalling to RAS	0.675175613007754	FALSE
RNA Polymerase III Transcription Initiation From Type 3 Promoter	0.6752087289308079	FALSE
Sensory perception of sweet, bitter, and umami (glutamate) taste	0.6776615758391262	FALSE
Defective factor IX causes hemophilia B	0.6787270427423915	FALSE
DSCAM interactions	0.6813828136659219	FALSE
Defective B3GAT3 causes JDSSDHD	0.6813828136659219	FALSE
Synthesis of IP3 and IP4 in the cytosol	0.6844087235513887	FALSE
Diseases associated with glycosaminoglycan metabolism	0.6844361110564409	FALSE
Budding and maturation of HIV virion	0.6844361110564409	FALSE
COPI-mediated anterograde transport	0.6867050575113868	FALSE
Inactivation of CSF3 (G-CSF) signaling	0.6867203638946977	FALSE
Glycogen metabolism	0.68713331061105	FALSE
Signaling by MAPK mutants	0.6882495660128971	FALSE
Adherens junctions interactions	0.6885252139264015	FALSE
Activation of SMO	0.6906374457556741	FALSE
PP2A-mediated dephosphorylation of key metabolic factors	0.6906374457556741	FALSE
RHOJ GTPase cycle	0.6907952323427259	FALSE
Acyl chain remodelling of PS	0.6913066728563075	FALSE
Antigen Presentation: Folding, assembly and peptide loading of class I MHC	0.6915929015306638	FALSE
Free fatty acids regulate insulin secretion	0.6943184584187385	FALSE
NFE2L2 regulating anti-oxidant/detoxification enzymes	0.6943184584187385	FALSE
Synthesis of very long-chain fatty acyl-CoAs	0.6943184584187385	FALSE
Signal attenuation	0.6948454026082547	FALSE
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling	0.6948454026082547	FALSE
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.6948454026082547	FALSE
Collagen chain trimerization	0.6951373664969224	FALSE
Androgen biosynthesis	0.69674270808839045	FALSE
Fructose metabolism	0.6969225386786245	FALSE
p75NTR recruits signalling complexes	0.6974045523272451	FALSE
Interleukin-6 family signaling	0.6974045523272451	FALSE
NrCAM interactions	0.6974045523272451	FALSE
Organic anion transporters	0.6974045523272451	FALSE
Assembly of the ORC complex at the origin of replication	0.6974045523272451	FALSE
Transport of small molecules	0.6974045523272451	FALSE
TICAM1-dependent activation of IRF3/IRF7	0.6974045523272451	FALSE
Acyl chain remodeling of DAG and TAG	0.6974045523272451	FALSE
HSP90 chaperone cycle for SHRs	0.698718536989185	FALSE
Glutathione conjugation	0.698718536989185	FALSE
Negative regulation of NMDA receptor-mediated neuronal transmission	0.6988011120204345	FALSE
Innate Immune System	0.6993631157336923	FALSE
FBXW7 Mutants and NOTCH1 in Cancer	0.6993631157336923	FALSE
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	0.6993631157336923	FALSE
Regulation of localization of FOXO transcription factors	0.6994228292862683	FALSE
Bicarbonate transporters	0.6994228292862683	FALSE
Activated NTRK3 signals through PI3K	0.6994228292862683	FALSE
Sema4D in semaphorin signaling	0.6994228292862683	FALSE
Defects in vitamin and cofactor metabolism	0.6994228292862683	FALSE
Biotin transport and metabolism	0.6994228292862683	FALSE
RET signaling	0.7000145577661738	FALSE
Loss of Function of SMAD2/3 in Cancer	0.7000145577661738	FALSE
SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.7000145577661738	FALSE
BBSome-mediated cargo-targeting to cilium	0.7000218638655674	FALSE
HSF1 activation	0.7000218638655674	FALSE
Platelet homeostasis	0.7000218638655674	FALSE
RSK activation	0.7000218638655674	FALSE
Notch-HLH transcription pathway	0.7002381224241239	FALSE
Insulin processing	0.7028044591694786	FALSE
ERBB2 Regulates Cell Motility	0.7030144268970566	FALSE
Gap junction trafficking	0.7030144268970566	FALSE
ATF6 (ATF6-alpha) activates chaperones	0.7030144268970566	FALSE
Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	0.7048070176220589	FALSE
Sensing of DNA Double Strand Breaks	0.7048606362095718	FALSE
Prefoldin mediated transfer of substrate  to CCT/TriC	0.7048606362095718	FALSE
Anti-inflammatory response favouring Leishmania parasite infection	0.7048606362095718	FALSE
Leishmania parasite growth and survival	0.7048606362095718	FALSE
RAF/MAP kinase cascade	0.7071652314963492	FALSE
Negative regulation of FLT3	0.7104244172079408	FALSE
Synthesis of PI	0.7120265926632323	FALSE
COPI-independent Golgi-to-ER retrograde traffic	0.7120265926632323	FALSE
BMAL1:CLOCK,NPAS2 activates circadian gene expression	0.7121084598012335	FALSE
Receptor-type tyrosine-protein phosphatases	0.7123280166361977	FALSE
EPH-ephrin mediated repulsion of cells	0.7123280166361977	FALSE
HDR through MMEJ (alt-NHEJ)	0.7141359708881448	FALSE
Adaptive Immune System	0.7142930972717099	FALSE
Collagen formation	0.7155188346035056	FALSE
ECM proteoglycans	0.716095802800483	FALSE
SARS-CoV-1 activates/modulates innate immune responses	0.716095802800483	FALSE
GPCR downstream signalling	0.7162787504817827	FALSE
EGFR interacts with phospholipase C-gamma	0.7162787504817827	FALSE
Heme signaling	0.7162787504817827	FALSE
MET promotes cell motility	0.7162787504817827	FALSE
